wp_postmeta,871,vibe_course_certificate,"Completion Certificate",H
wp_postmeta,871,vibe_certificate_template,"Certificate Template",H
wp_postmeta,871,vibe_course_passing_percentage,"Passing Percentage",
wp_postmeta,871,vibe_course_drip,"Drip Feed",H
wp_postmeta,871,vibe_course_drip_origin,"Course Starting Time as Drip Feed Origin",H
wp_postmeta,871,vibe_course_section_drip,"Section Drip Feed",H
wp_postmeta,871,vibe_course_drip_duration_type,"Drip Duration as Unit Duration",H
wp_postmeta,871,vibe_course_drip_duration,"Drip Feed Duration (Static)",
wp_postmeta,871,vibe_drip_duration_parameter,"Drip Duration parameter",86400
wp_postmeta,871,vibe_course_curriculum,"Course Curriculum","Mind S1|863|865|Mind S2|867|869"
wp_postmeta,871,vibe_pre_course,"Prerequisite Course",
wp_postmeta,871,vibe_course_retakes,"Course Retakes",0
wp_postmeta,871,vibe_forum,"Course Forum",
wp_postmeta,871,vibe_group,"Course Group",
wp_postmeta,871,vibe_course_instructions,"Course specific instructions"," "
wp_postmeta,871,vibe_course_message,"Course Completion Message"," "
wp_postmeta,871,vibe_course_free,"Vibe course free",S
wp_postmeta,871,vibe_partial_free_course,"Vibe partial free course",H
wp_postmeta,871,vibe_course_apply,"Vibe course apply",H
wp_postmeta,871,vibe_product,"Vibe product",
wp_terms,871,course-cat,Terms,"Heat,Mind"
wp_user,1,"User Details",talal.danoun@gmail.com,wow.shop100
wp_usermeta,871,"User Timestamp",1,1599654239
wp_postmeta,871,1,"User status",0
wp_usermeta,course_status871,"COURSE STATUS",1,2
wp_posts,863,post_type,Type,unit
wp_posts,863,post_title,Title,"Mindful 1"
wp_posts,863,post_date,Date,"2020-08-30 12:20:00"
wp_posts,863,post_content,Content,"[video width=""480"" height=""270"" mp4=""https://wow-ae.com/wp-content/uploads/2020/08/file_example_MP4_480_1_5MG.mp4""][/video]"
wp_posts,863,post_author,"Author ID",1
wp_posts,863,post_excerpt,Excerpt,
wp_posts,863,post_status,Status,publish
wp_posts,863,post_name,Slug,mindful-1
wp_posts,863,comment_count,"Review/Note/Answer Count",0
wp_postmeta,863,_edit_lock," edit lock",1598789875:1
wp_postmeta,863,_edit_last," edit last",1
wp_postmeta,863,slide_template,"Slide template",
wp_postmeta,863,rs_page_bg_color,"Rs page bg color",
wp_postmeta,863,vibe_subtitle,"Unit Description"," "
wp_postmeta,863,vibe_type,"Unit Type",play
wp_postmeta,863,vibe_free,"Free Unit",S
wp_postmeta,863,vibe_duration,"Unit Duration",
wp_postmeta,863,vibe_unit_duration_parameter,"Unit Duration parameter",60
wp_postmeta,863,vibe_forum,"Unit Forum",
wp_postmeta,863,vibe_assignment,"Connect Assignments",
wp_postmeta,863,vibe_unit_attachments,Attachments,
wp_posts,865,post_type,Type,unit
wp_posts,865,post_title,Title,"Mindful 2"
wp_posts,865,post_date,Date,"2020-08-30 12:20:45"
wp_posts,865,post_content,Content,"[video width=""480"" height=""270"" mp4=""https://wow-ae.com/wp-content/uploads/2020/08/file_example_MP4_480_1_5MG.mp4""][/video]"
wp_posts,865,post_author,"Author ID",1
wp_posts,865,post_excerpt,Excerpt,
wp_posts,865,post_status,Status,publish
wp_posts,865,post_name,Slug,mindful-2
wp_posts,865,comment_count,"Review/Note/Answer Count",0
wp_postmeta,865,_edit_lock," edit lock",1598789908:1
wp_postmeta,865,_edit_last," edit last",1
wp_postmeta,865,slide_template,"Slide template",
wp_postmeta,865,rs_page_bg_color,"Rs page bg color",
wp_postmeta,865,vibe_subtitle,"Unit Description"," "
wp_postmeta,865,vibe_type,"Unit Type",play
wp_postmeta,865,vibe_free,"Free Unit",S
wp_postmeta,865,vibe_duration,"Unit Duration",
wp_postmeta,865,vibe_unit_duration_parameter,"Unit Duration parameter",60
wp_postmeta,865,vibe_forum,"Unit Forum",
wp_postmeta,865,vibe_assignment,"Connect Assignments",
wp_postmeta,865,vibe_unit_attachments,Attachments,
wp_posts,867,post_type,Type,unit
wp_posts,867,post_title,Title,"Mindful 3"
wp_posts,867,post_date,Date,"2020-08-30 12:21:19"
wp_posts,867,post_content,Content,"[video width=""480"" height=""270"" mp4=""https://wow-ae.com/wp-content/uploads/2020/08/file_example_MP4_480_1_5MG.mp4""][/video]"
wp_posts,867,post_author,"Author ID",1
wp_posts,867,post_excerpt,Excerpt,
wp_posts,867,post_status,Status,publish
wp_posts,867,post_name,Slug,mindful-3
wp_posts,867,comment_count,"Review/Note/Answer Count",0
wp_postmeta,867,_edit_lock," edit lock",1598789944:1
wp_postmeta,867,_edit_last," edit last",1
wp_postmeta,867,slide_template,"Slide template",
wp_postmeta,867,rs_page_bg_color,"Rs page bg color",
wp_postmeta,867,vibe_subtitle,"Unit Description"," "
wp_postmeta,867,vibe_type,"Unit Type",play
wp_postmeta,867,vibe_free,"Free Unit",S
wp_postmeta,867,vibe_duration,"Unit Duration",
wp_postmeta,867,vibe_unit_duration_parameter,"Unit Duration parameter",60
wp_postmeta,867,vibe_forum,"Unit Forum",
wp_postmeta,867,vibe_assignment,"Connect Assignments",
wp_postmeta,867,vibe_unit_attachments,Attachments,
wp_posts,869,post_type,Type,unit
wp_posts,869,post_title,Title,"Mindful 4"
wp_posts,869,post_date,Date,"2020-08-30 12:21:58"
wp_posts,869,post_content,Content,"[video width=""480"" height=""270"" mp4=""https://wow-ae.com/wp-content/uploads/2020/08/file_example_MP4_480_1_5MG.mp4""][/video]"
wp_posts,869,post_author,"Author ID",1
wp_posts,869,post_excerpt,Excerpt,
wp_posts,869,post_status,Status,publish
wp_posts,869,post_name,Slug,mindful-4
wp_posts,869,comment_count,"Review/Note/Answer Count",0
wp_postmeta,869,_edit_lock," edit lock",1598789982:1
wp_postmeta,869,_edit_last," edit last",1
wp_postmeta,869,slide_template,"Slide template",
wp_postmeta,869,rs_page_bg_color,"Rs page bg color",
wp_postmeta,869,vibe_subtitle,"Unit Description"," "
wp_postmeta,869,vibe_type,"Unit Type",play
wp_postmeta,869,vibe_free,"Free Unit",S
wp_postmeta,869,vibe_duration,"Unit Duration",
wp_postmeta,869,vibe_unit_duration_parameter,"Unit Duration parameter",60
wp_postmeta,869,vibe_forum,"Unit Forum",
wp_postmeta,869,vibe_assignment,"Connect Assignments",
wp_postmeta,869,vibe_unit_attachments,Attachments,
wp_posts,860,post_type,Type,course
wp_posts,860,post_title,Title,Body
wp_posts,860,post_date,Date,"2020-08-30 12:00:44"
wp_posts,860,post_content,Content,
wp_posts,860,post_author,"Author ID",1
wp_posts,860,post_excerpt,Excerpt,
wp_posts,860,post_status,Status,publish
wp_posts,860,post_name,Slug,body
wp_posts,860,comment_count,"Review/Note/Answer Count",0
wp_postmeta,860,_edit_lock," edit lock",1598789877:1
wp_postmeta,860,_edit_last," edit last",1
wp_postmeta,860,_wp_page_template," wp page template",default
wp_postmeta,860,slide_template,"Slide template",
wp_postmeta,860,rs_page_bg_color,"Rs page bg color",
wp_postmeta,860,vibe_sidebar,Sidebar,coursesidebar
wp_postmeta,860,vibe_duration,"Total Duration of Course",10
wp_postmeta,860,vibe_course_duration_parameter,"Course Duration parameter",86400
wp_postmeta,860,vibe_students,"Total number of Students in Course",1
wp_postmeta,860,vibe_course_prev_unit_quiz_lock,"Unit Completion Lock",H
wp_postmeta,860,vibe_course_offline,"Offline Course",H
wp_postmeta,860,vibe_course_unit_content,"Show Unit content in Curriculum",H
wp_postmeta,860,vibe_course_button,"Hide Course Button after subscription",H
wp_postmeta,860,vibe_course_progress,"Display Course Progress on Course home",H
wp_postmeta,860,vibe_course_auto_progress,"Time based Course Progress ",H
wp_postmeta,860,vibe_course_review,"Post Course Reviews from Course Home",H
wp_postmeta,860,vibe_course_auto_eval,"Auto Evaluation",H
wp_postmeta,860,vibe_start_date,"Course Start Date",
wp_postmeta,860,vibe_max_students,"Maximum Students in Course",
wp_postmeta,860,vibe_course_badge,"Excellence Badge"," "
wp_postmeta,860,vibe_course_badge_percentage,"Badge Percentage",
wp_postmeta,860,vibe_course_badge_title,"Badge Title",
wp_postmeta,860,vibe_course_certificate,"Completion Certificate",H
wp_postmeta,860,vibe_certificate_template,"Certificate Template",H
wp_postmeta,860,vibe_course_passing_percentage,"Passing Percentage",
wp_postmeta,860,vibe_course_drip,"Drip Feed",H
wp_postmeta,860,vibe_course_drip_origin,"Course Starting Time as Drip Feed Origin",H
wp_postmeta,860,vibe_course_section_drip,"Section Drip Feed",H
wp_postmeta,860,vibe_course_drip_duration_type,"Drip Duration as Unit Duration",H
wp_postmeta,860,vibe_course_drip_duration,"Drip Feed Duration (Static)",
wp_postmeta,860,vibe_drip_duration_parameter,"Drip Duration parameter",86400
wp_postmeta,860,vibe_course_curriculum,"Course Curriculum","Body S2|856|858|Body S1|852|854"
wp_postmeta,860,vibe_pre_course,"Prerequisite Course",
wp_postmeta,860,vibe_course_retakes,"Course Retakes",0
wp_postmeta,860,vibe_forum,"Course Forum",
wp_postmeta,860,vibe_group,"Course Group",
wp_postmeta,860,vibe_course_instructions,"Course specific instructions"," "
wp_postmeta,860,vibe_course_message,"Course Completion Message"," "
wp_postmeta,860,vibe_course_free,"Vibe course free",S
wp_postmeta,860,vibe_partial_free_course,"Vibe partial free course",H
wp_postmeta,860,vibe_course_apply,"Vibe course apply",H
wp_postmeta,860,vibe_product,"Vibe product",
wp_terms,860,course-cat,Terms,"Body,Heat"
wp_user,1,"User Details",talal.danoun@gmail.com,wow.shop100
wp_usermeta,860,"User Timestamp",1,1599652852
wp_postmeta,860,1,"User status",0
wp_usermeta,course_status860,"COURSE STATUS",1,2
wp_posts,856,post_type,Type,unit
wp_posts,856,post_title,Title,"Powerful 3"
wp_posts,856,post_date,Date,"2020-08-30 11:51:13"
wp_posts,856,post_content,Content,"[video width=""854"" height=""480"" mp4=""https://wow-ae.com/wp-content/uploads/2020/08/Smart-Y-Pre-Business.mp4""][/video]"
wp_posts,856,post_author,"Author ID",1
wp_posts,856,post_excerpt,Excerpt,
wp_posts,856,post_status,Status,publish
wp_posts,856,post_name,Slug,powerful-3
